Date (date),country_name,ISO Alpha 3 Code (alpha_3_code),Country Code (country_code),Region Name (region),Region Code (region_code),Sub-Region Name (sub_region),Sub-Region Code (sub_region_code),Harmonized System Code (hs_code),commodity,unit,quantity,value_inr,value_usd,date
2020-12-01,Oman,OMN,512,Asia,142,Western Asia,145,39269079,"Other Plastic Or Nylon Tipped Hammers; Insulating Liner Of Nylon, Hdpe",Kgs,0.03,0.64,0.0,2020-12-01
2019-08-01,Oman,OMN,512,Asia,142,Western Asia,145,96190040,Clinical Diapers,Kgs,2.65,10.62,0.01,2019-08-01
2020-06-01,Bangladesh,BGD,50,Asia,142,Southern Asia,34,90069900,Other Parts And Accessories Of Hdg 9006,Kgs,0.49,0.75,0.0,2020-06-01
2017-07-01,Kuwait,KWT,414,Asia,142,Western Asia,145,84842000,Mechanical Seals,Kgs,0.06,15.25,0.02,2017-07-01
2017-05-01,Malaysia,MYS,458,Asia,142,South-eastern Asia,35,69039030,Ceramic Fibres,Ton,0.0,6.47,0.01,2017-05-01
2021-11-01,China,CHN,156,Asia,142,Eastern Asia,30,63049999,Other Furnishing Articles Nec,Nos,4.11,10.61,0.01,2021-11-01
2019-01-01,Nepal,NPL,524,Asia,142,Southern Asia,34,69072200,Of A Water Absorption Coefficient By Weight Exceeding 0.5% But Not Exceeding 10%,Sqm,444.81,954.3,1.35,2019-01-01
2019-05-01,"Taiwan, Province of China",TWN,158,Asia,142,Eastern Asia,30,84089010,Stationary Engines Of Cylndr Cpcty>50 Cc,Nos,0.0,129.47,0.19,2019-05-01
2015-11-01,United Arab Emirates,ARE,784,Asia,142,Western Asia,145,34013019,Othr Organic Surface-Active Prod(Toilet),Kgs,1.0,2.13,0.0,2015-11-01
2019-10-01,Oman,OMN,512,Asia,142,Western Asia,145,54071039,Othr Dyed Polyester Fabrcs,Sqm,24.9,43.16,0.06,2019-10-01
2025-02-01,Qatar,QAT,634,Asia,142,Western Asia,145,39202090,Pltes Shts Of Polymrs Of Propyln Nes,Kgs,20437.0,0.18,0.02,2025-02-01
2020-09-01,Indonesia,IDN,360,Asia,142,South-eastern Asia,35,28351010,Calcium Hypophosphite,Kgs,4.75,26.94,0.04,2020-09-01
2021-10-01,Singapore,SGP,702,Asia,142,South-eastern Asia,35,15121910,Sunflower Oil Edible Grade,Kgs,73.23,101.8,0.14,2021-10-01
2016-11-01,Sri Lanka,LKA,144,Asia,142,Southern Asia,34,85169000,Parts Of Artcls In Hdng 8516,Kgs,0.07,0.26,0.0,2016-11-01
2018-06-01,China,CHN,156,Asia,142,Eastern Asia,30,49111020,Trde Advrtsg Materls Comrcl Catalge And Like,Kgs,0.12,1.0,0.0,2018-06-01
2021-08-01,Thailand,THA,764,Asia,142,South-eastern Asia,35,85011019,Other Motor Wth Output <=37.5 W,Nos,2.79,74.92,0.1,2021-08-01
2019-05-01,Nepal,NPL,524,Asia,142,Southern Asia,34,28333020,Ferric Ammonium Alum,Kgs,30.0,2.52,0.0,2019-05-01
2016-08-01,Malaysia,MYS,458,Asia,142,South-eastern Asia,35,62179090,Others And Trimmings Of Other Textile Fibres,Kgs,1.12,4.91,0.01,2016-08-01
2016-04-01,Japan,JPN,392,Asia,142,Eastern Asia,30,29269000,Othr Nitrile-Function Compounds,Kgs,0.58,5.93,0.01,2016-04-01
2016-07-01,Oman,OMN,512,Asia,142,Western Asia,145,84759000,Parts Of Hdg 8475,Kgs,2.0,16.8,0.02,2016-07-01
2017-11-01,China,CHN,156,Asia,142,Eastern Asia,30,85354030,Surge Suppressors,Nos,0.04,2.33,0.0,2017-11-01
2024-06-01,Malaysia,MYS,458,Asia,142,South-eastern Asia,35,34024200,"Non-Ionic (Other Organic Surface Active Agents, W/N Put Up For Retail Sale)",Kgs,64165.0,1.14,0.14,2024-06-01
2020-09-01,Nepal,NPL,524,Asia,142,Southern Asia,34,39232100,Sacks And Bags Of Polyethylene (Incl Cones),Kgs,12.71,22.57,0.03,2020-09-01
2024-08-01,Nepal,NPL,524,Asia,142,Southern Asia,34,69059000,"Chmny Pots And Lnrs,Cowls,Othr Cnstrctnl Gds",Ton,12.0,0.07,0.01,2024-08-01
2021-03-01,Kuwait,KWT,414,Asia,142,Western Asia,145,84733030,Prts And Accssrs Othr Mntd Prntd Crcit Brds,Nos,0.25,5.28,0.01,2021-03-01
2019-05-01,Saudi Arabia,SAU,682,Asia,142,Western Asia,145,87149910,Bicycle Chain,Kgs,7.52,9.3,0.01,2019-05-01
2018-01-01,Kuwait,KWT,414,Asia,142,Western Asia,145,54078300,Other Wovn Fbrcs Cont <85% Of Synthtc Filmnt Mixd Wth Cotn Yrn Of Diff Colours,Sqm,2.34,4.74,0.01,2018-01-01
2017-02-01,Kuwait,KWT,414,Asia,142,Western Asia,145,82053000,"Planes,Chisels,Gauges And Smlr Cutting Toolsfor Working Wood",Kgs,0.1,0.67,0.0,2017-02-01
2018-09-01,Pakistan,PAK,586,Asia,142,Southern Asia,34,32041216,Acid Greens(Azo),Kgs,1.05,3.69,0.01,2018-09-01
2018-11-01,Nepal,NPL,524,Asia,142,Southern Asia,34,85044040,Non Automatic Voltage Regltor And Stabilzr,Nos,0.8,24.03,0.03,2018-11-01
2017-05-01,Bangladesh,BGD,50,Asia,142,Southern Asia,34,28333090,Other Alums,Kgs,90.0,7.5,0.01,2017-05-01
2021-06-01,Bangladesh,BGD,50,Asia,142,Southern Asia,34,29213090,"Other Cyclanic Cycenic/Cyclotrpnc Mono Or Polyamins And Thr Drvtvs, Salts",Kgs,1.0,4.26,0.01,2021-06-01
2015-05-01,Nepal,NPL,524,Asia,142,Southern Asia,34,85152110,Automatic Spot Welding Machinery,Nos,0.01,0.28,0.0,2015-05-01
2025-01-01,Pakistan,PAK,586,Asia,142,Southern Asia,34,32041349,Other Basic Violet (Non-Azo),Kgs,50.0,0.02,0.0,2025-01-01
2020-12-01,Bhutan,BTN,64,Asia,142,Southern Asia,34,18069090,Other Food Preparations Containing Cocoa,Kgs,0.4,1.27,0.0,2020-12-01
2024-10-01,United Arab Emirates,ARE,784,Asia,142,Western Asia,145,9023020,Black Tea In Packt>25 Gm But<=1 Kg,Kgs,119691.0,4.49,0.53,2024-10-01
2020-05-01,Oman,OMN,512,Asia,142,Western Asia,145,39199010,"Plastic Stickers, Whether Or Not Printed, Embossed, Or Impregnated",Kgs,0.03,1.36,0.0,2020-05-01
2018-02-01,Nepal,NPL,524,Asia,142,Southern Asia,34,9109919,Other Spices N.E.S,Kgs,2.1,3.01,0.0,2018-02-01
2016-07-01,Indonesia,IDN,360,Asia,142,South-eastern Asia,35,94029020,Parts,Nos,0.01,0.1,0.0,2016-07-01
2021-08-01,Nepal,NPL,524,Asia,142,Southern Asia,34,39201092,"Othr Plts,Sheet Etc Of Polymrs Of Ethyleneflexible, Plain",Kgs,109.91,186.16,0.25,2021-08-01
2017-09-01,Saudi Arabia,SAU,682,Asia,142,Western Asia,145,34049090,Other Artfcl Waxes And Prepd Waxes Nes.,Kgs,1.0,0.66,0.0,2017-09-01
2019-02-01,Bhutan,BTN,64,Asia,142,Southern Asia,34,68052040,Other Abrasive Paper,Kgs,0.01,0.04,0.0,2019-02-01
2016-04-01,United Arab Emirates,ARE,784,Asia,142,Western Asia,145,84149011,Parts Of Gas Compressors Of A Kind Used Inrefrigerating And Air Conditioning,Kgs,5.9,22.54,0.03,2016-04-01
2018-10-01,China,CHN,156,Asia,142,Eastern Asia,30,20059900,Other Veg And Mixtre Of Vegetbles,Kgs,0.1,0.14,0.0,2018-10-01
2024-07-01,Hong Kong,HKG,344,Asia,142,Eastern Asia,30,20081940,Other Roasted And Fried Vegetable Products,Kgs,702.0,0.01,0.0,2024-07-01
2021-04-01,Bangladesh,BGD,50,Asia,142,Southern Asia,34,32041561,Vat Green 1(Indanthrene Brill Green Bffb),Kgs,6.96,150.45,0.2,2021-04-01
2016-03-01,Nepal,NPL,524,Asia,142,Southern Asia,34,84161000,Furnace Burners For Liquid Fuel,Kgs,0.04,0.36,0.0,2016-03-01
2019-05-01,Maldives,MDV,462,Asia,142,Southern Asia,34,11029090,Other Flour Of Hdg. 1102,Kgs,3.68,3.8,0.01,2019-05-01
2017-12-01,Indonesia,IDN,360,Asia,142,South-eastern Asia,35,51121930,Dyed Wovn Fbrcs Contng>=85% By Wt Of Comb Wool/Fine Anml Of Wt Excdng 200 G/M2,Sqm,37.77,224.44,0.35,2017-12-01
2024-11-01,Saudi Arabia,SAU,682,Asia,142,Western Asia,145,15180039,Othr Veg Oil And Its Fats Excldedble Grade,Kgs,26680.0,0.65,0.08,2024-11-01
2015-08-01,Oman,OMN,512,Asia,142,Western Asia,145,84212190,Others,Nos,0.09,68.14,0.1,2015-08-01
2024-04-01,Qatar,QAT,634,Asia,142,Western Asia,145,84099113,Piston Rings,Kgs,5.0,0.0,0.0,2024-04-01
2020-04-01,Bangladesh,BGD,50,Asia,142,Southern Asia,34,29221990,Other,Kgs,1.0,61.96,0.08,2020-04-01
2024-10-01,Qatar,QAT,634,Asia,142,Western Asia,145,71011020,Natural(Real)Perls Wrkd,Kgs,1.0,0.21,0.02,2024-10-01
2020-06-01,Viet Nam,VNM,704,Asia,142,South-eastern Asia,35,74153390,Other Screws; Bolts And Nuts :Threaded,Kgs,3.82,30.26,0.04,2020-06-01
2015-03-01,Israel,ISR,376,Asia,142,Western Asia,145,52094390,Others,Sqm,1.04,2.05,0.0,2015-03-01
2019-10-01,Hong Kong,HKG,344,Asia,142,Eastern Asia,30,62044310,House Coats And Like Dresses Of Synth Fibres,Nos,0.05,0.51,0.0,2019-10-01
2020-08-01,Japan,JPN,392,Asia,142,Eastern Asia,30,9083110,Large ( Amomum),Kgs,0.26,2.4,0.0,2020-08-01
2016-02-01,Nepal,NPL,524,Asia,142,Southern Asia,34,85182100,"Single Loudspekers,Mountd In Thr Enclsrs",Nos,0.15,0.44,0.0,2016-02-01
2018-04-01,Indonesia,IDN,360,Asia,142,South-eastern Asia,35,29322090,Other Lactones,Kgs,0.05,19.18,0.03,2018-04-01
2015-10-01,Sri Lanka,LKA,144,Asia,142,Southern Asia,34,61083100,Nightdresses And Pyjamas Of Cotton,Nos,23.36,69.82,0.11,2015-10-01
2016-08-01,Philippines,PHL,608,Asia,142,South-eastern Asia,35,30042095,Clindamycin,Kgs,1.11,56.12,0.08,2016-08-01
2025-02-01,Jordan,JOR,400,Asia,142,Western Asia,145,38231200,Oleic Acid,Kgs,288000.0,1.18,0.14,2025-02-01
2025-01-01,Nepal,NPL,524,Asia,142,Southern Asia,34,27131210,Calcined Petroleum Coke For Anode Making In Aluminium Industry Conforming To Standard Is 17049,Kgs,2000.0,0.01,0.0,2025-01-01
2017-02-01,Viet Nam,VNM,704,Asia,142,South-eastern Asia,35,62171010,Accessories For Artcls Of Apparel Of Cotn,Kgs,1.05,26.06,0.04,2017-02-01
2016-08-01,Philippines,PHL,608,Asia,142,South-eastern Asia,35,20079990,Jams Jellies Mrmlds Etc Of Other Fruits,Kgs,0.2,0.22,0.0,2016-08-01
2025-02-01,Maldives,MDV,462,Asia,142,Southern Asia,34,12099910,Fruit Seeds For Planting Or Sowings,Kgs,63.0,0.0,0.0,2025-02-01
2024-11-01,Israel,ISR,376,Asia,142,Western Asia,145,84703000,Othr Calculating Machines,Nos,1.0,0.0,0.0,2024-11-01
2016-06-01,Turkiye,TUR,792,Asia,142,Western Asia,145,29212990,"Other Acylc Plyamins Thr Drvtvs, Salts Thereof",Kgs,15.46,24.56,0.04,2016-06-01
2015-03-01,China,CHN,156,Asia,142,Eastern Asia,30,9109919,Other Spices N.E.S,Kgs,0.06,0.13,0.0,2015-03-01
2021-09-01,"Taiwan, Province of China",TWN,158,Asia,142,Eastern Asia,30,30049049,Other Anticancer Drugs,Kgs,0.05,49.02,0.07,2021-09-01
2018-09-01,Iraq,IRQ,368,Asia,142,Western Asia,145,8039010,"Bananas, Fresh",Kgs,145.53,48.35,0.07,2018-09-01
2018-09-01,Malaysia,MYS,458,Asia,142,South-eastern Asia,35,98010030,Spare Prts And Raw Materials For Maintenance,Kgs,9.1,58.11,0.08,2018-09-01
2024-10-01,Turkiye,TUR,792,Asia,142,Western Asia,145,34039900,Other Lubrictng Preparations,Kgs,14801.0,0.32,0.04,2024-10-01
2018-02-01,Myanmar,MMR,104,Asia,142,South-eastern Asia,35,23064900,Other Residues Of Rape Or Colza Seeds,Kgs,717.0,111.92,0.17,2018-02-01
2018-05-01,Sri Lanka,LKA,144,Asia,142,Southern Asia,34,58042910,Mechanically Made Lace Of Cotton,Kgs,0.17,1.41,0.0,2018-05-01
2015-02-01,Japan,JPN,392,Asia,142,Eastern Asia,30,84433250,Ink Jet Printer,Nos,0.02,131.87,0.21,2015-02-01
2021-07-01,Iraq,IRQ,368,Asia,142,Western Asia,145,71179090,Other Imitation Jewellery For Personal Adornment(Other Than Artware),Kgs,7.76,56.23,0.08,2021-07-01
2015-01-01,Japan,JPN,392,Asia,142,Eastern Asia,30,46019900,Othr Plaiting Materials (Excl Veg Materls),Kgs,0.1,0.95,0.0,2015-01-01
2015-09-01,Viet Nam,VNM,704,Asia,142,South-eastern Asia,35,54026100,"Othr Yarn Of Nylon Or Other Polymds, Multiple(Folded)Or Cabled",Kgs,1.2,1.0,0.0,2015-09-01
2017-05-01,United Arab Emirates,ARE,784,Asia,142,Western Asia,145,73041190,Other,Kgs,0.63,1.44,0.0,2017-05-01
2021-09-01,Republic of Korea,KOR,410,Asia,142,Eastern Asia,30,33011300,Essential Oils Of Lemon,Kgs,0.03,0.27,0.0,2021-09-01
2019-01-01,Saudi Arabia,SAU,682,Asia,142,Western Asia,145,73072100,Flanges Of Stainless Steel,Kgs,54.5,263.33,0.37,2019-01-01
2015-06-01,Japan,JPN,392,Asia,142,Eastern Asia,30,61044200,Dresses Of Cotton,Nos,21.39,77.96,0.12,2015-06-01
2018-11-01,United Arab Emirates,ARE,784,Asia,142,Western Asia,145,74071020,"Copper Rods Othr Than Electrolytic,Wrought",Kgs,35.41,171.93,0.24,2018-11-01
2017-05-01,Indonesia,IDN,360,Asia,142,South-eastern Asia,35,74061000,Copper Powders Of Non-Lamellar Structure,Kgs,10.0,56.5,0.09,2017-05-01
2019-01-01,Malaysia,MYS,458,Asia,142,South-eastern Asia,35,30059040,Bandages Without Adhesive Layer,Kgs,3.0,6.26,0.01,2019-01-01
2018-12-01,Bahrain,BHR,48,Asia,142,Western Asia,145,62046200,"*Trousers,Bib And Brace Overalls, Breeches And Shorts Of Cotton",Nos,0.58,2.25,0.0,2018-12-01
2024-10-01,Bhutan,BTN,64,Asia,142,Southern Asia,34,72106900,Flt-Rold Prdcts Of Iron/Non Aloy Stl Pltd Or Cotd Wth Other Aloys Of Aluminium Excl (Excl Zinc Alloy),Kgs,8884.0,0.05,0.01,2024-10-01
2018-09-01,Singapore,SGP,702,Asia,142,South-eastern Asia,35,18063200,Othr Food Prpn In Blcks Slbs/Bars Nt Fild,Kgs,1.5,13.46,0.02,2018-09-01
2016-12-01,Viet Nam,VNM,704,Asia,142,South-eastern Asia,35,29299010,"N,N-Diethylphosphoramidic Dichloride",Kgs,0.0,0.03,0.0,2016-12-01
2016-03-01,Indonesia,IDN,360,Asia,142,South-eastern Asia,35,29232010,Lecithins,Kgs,25.0,27.52,0.04,2016-03-01
2019-05-01,Bangladesh,BGD,50,Asia,142,Southern Asia,34,32041983,Food Colouring Reds 5 To 8 (Poncean),Kgs,0.05,0.3,0.0,2019-05-01
2015-06-01,United Arab Emirates,ARE,784,Asia,142,Western Asia,145,83024190,Othr Mountings Fittings And Smlr Artcls Suitable For Buildings N.E.S.,Kgs,13.05,30.01,0.05,2015-06-01
2016-01-01,Hong Kong,HKG,344,Asia,142,Eastern Asia,30,68029900,Other Stone,Kgs,1.37,5.67,0.01,2016-01-01
2016-06-01,Singapore,SGP,702,Asia,142,South-eastern Asia,35,49011020,Pamphlets Booklets Brochures Leaflets,Nos,0.19,1.26,0.0,2016-06-01
2018-11-01,Malaysia,MYS,458,Asia,142,South-eastern Asia,35,57032010,"*Carpets,Carpeting And Rugs",Sqm,0.01,0.19,0.0,2018-11-01
2024-08-01,Nepal,NPL,524,Asia,142,Southern Asia,34,84743110,Concrete Mixers,Nos,63.0,2.39,0.28,2024-08-01
2017-07-01,Malaysia,MYS,458,Asia,142,South-eastern Asia,35,52081260,Voils,Sqm,4.96,1.69,0.0,2017-07-01
2024-09-01,China,CHN,156,Asia,142,Eastern Asia,30,39231030,Boxs Cases Crates And Smlr Artcls Of Plstcs Insulated Ware,Kgs,11034.0,0.6,0.07,2024-09-01
2018-08-01,Philippines,PHL,608,Asia,142,South-eastern Asia,35,63021010,"Bed Linen,Knted/Crchtd Of Cotton",Kgs,3.5,27.32,0.04,2018-08-01
2019-11-01,Bhutan,BTN,64,Asia,142,Southern Asia,34,10063010,Rice Parboiled,Kgs,1331.6,328.83,0.46,2019-11-01
2020-11-01,Maldives,MDV,462,Asia,142,Southern Asia,34,9042211,Chilly Powder,Kgs,4.19,7.2,0.01,2020-11-01
2017-09-01,Republic of Korea,KOR,410,Asia,142,Eastern Asia,30,85044029,Other Rectifiers,Nos,0.71,124.22,0.19,2017-09-01
2024-06-01,Nepal,NPL,524,Asia,142,Southern Asia,34,84379010,Parts Of Flour Mill Machinery,Kgs,4649.0,0.24,0.03,2024-06-01
2021-06-01,Indonesia,IDN,360,Asia,142,South-eastern Asia,35,33019017,Nut Meg Oleoresins,Kgs,0.05,1.34,0.0,2021-06-01
2021-12-01,Kuwait,KWT,414,Asia,142,Western Asia,145,85113020,Ignition Coils,Nos,0.01,0.03,0.0,2021-12-01
2018-04-01,Oman,OMN,512,Asia,142,Western Asia,145,68062000,Exfoltd Vermcult Expnd Clays Foamd Slag And Smlr Expnd Mnrl Matrls(Incl Intermxtrs),Kgs,0.46,0.25,0.0,2018-04-01
2024-08-01,Malaysia,MYS,458,Asia,142,South-eastern Asia,35,85044040,Non Automatic Voltage Regltor And Stabilzr,Nos,320.0,0.05,0.01,2024-08-01
2016-06-01,United Arab Emirates,ARE,784,Asia,142,Western Asia,145,87149100,"Frames,Forks And Prts Thereof",Nos,3.77,7.45,0.01,2016-06-01
2017-03-01,United Arab Emirates,ARE,784,Asia,142,Western Asia,145,85171890,Other,Nos,0.24,27.39,0.04,2017-03-01
2018-02-01,Sri Lanka,LKA,144,Asia,142,Southern Asia,34,94038900,Others,Nos,0.01,3.55,0.01,2018-02-01
2020-05-01,Bhutan,BTN,64,Asia,142,Southern Asia,34,27101920,Aviation Turbine Fuel (Atf),Kgs,20.96,4.56,0.01,2020-05-01
2019-11-01,Iraq,IRQ,368,Asia,142,Western Asia,145,29420090,"Other Diloxanide Furoate, Cimetidine, Famotidine Nes",Kgs,1.63,124.31,0.17,2019-11-01
2024-08-01,Thailand,THA,764,Asia,142,South-eastern Asia,35,87042200,G.V.W. >5 Tons Bt<=20 Tonnes,Nos,1.0,0.2,0.02,2024-08-01
2020-09-01,Bangladesh,BGD,50,Asia,142,Southern Asia,34,51119090,Others Othr Woven Fabrics Of Carded Wool Etc.,Sqm,0.63,1.16,0.0,2020-09-01
2016-07-01,Kuwait,KWT,414,Asia,142,Western Asia,145,73259999,Other Cast Articles Of Iron Or Steel N.E.S,Kgs,9.09,25.9,0.04,2016-07-01
2018-07-01,Oman,OMN,512,Asia,142,Western Asia,145,72179099,Other Wires N.E.S.,Kgs,0.02,0.03,0.0,2018-07-01
2019-02-01,Maldives,MDV,462,Asia,142,Southern Asia,34,76069290,Others,Kgs,0.01,0.03,0.0,2019-02-01
2020-09-01,Viet Nam,VNM,704,Asia,142,South-eastern Asia,35,29153999,Other,Kgs,,1.07,0.0,2020-09-01
2015-07-01,China,CHN,156,Asia,142,Eastern Asia,30,32041650,Reactive Blues,Kgs,140.4,642.76,1.01,2015-07-01
2015-12-01,Thailand,THA,764,Asia,142,South-eastern Asia,35,23099090,Other Preparations Of Animal Feeding,Kgs,74.06,139.72,0.21,2015-12-01
2018-02-01,Bahrain,BHR,48,Asia,142,Western Asia,145,7141000,Manioc (Cassava),Kgs,12.0,4.91,0.01,2018-02-01
2017-03-01,Yemen,YEM,887,Asia,142,Western Asia,145,85389000,Other Parts Of Hdg 8538,Kgs,0.02,0.58,0.0,2017-03-01
2017-12-01,Bahrain,BHR,48,Asia,142,Western Asia,145,72221119,Bright Bars Of Other Types,Kgs,0.01,0.01,0.0,2017-12-01
2017-04-01,Bangladesh,BGD,50,Asia,142,Southern Asia,34,29171940,Ferrous Fumerate,Kgs,6.0,6.74,0.01,2017-04-01
2020-02-01,Turkiye,TUR,792,Asia,142,Western Asia,145,25070029,Other Kaoline Nes,Kgs,122.0,27.15,0.04,2020-02-01
2024-11-01,United Arab Emirates,ARE,784,Asia,142,Western Asia,145,29051420,Salbutamol Sulphate,Kgs,10.0,0.01,0.0,2024-11-01
2017-04-01,Saudi Arabia,SAU,682,Asia,142,Western Asia,145,39173100,Flexible Tubes Pipes And Hoses Having A Minimum Burst Pressure Of 27.6 Mpa,Kgs,1.75,8.26,0.01,2017-04-01
2018-12-01,Thailand,THA,764,Asia,142,South-eastern Asia,35,84129090,Parts Of Other Engines And Motors,Kgs,0.3,3.59,0.01,2018-12-01
2019-04-01,Bahrain,BHR,48,Asia,142,Western Asia,145,63051040,Jute Sacking Bags,Kgs,0.08,1.15,0.0,2019-04-01
2018-01-01,Philippines,PHL,608,Asia,142,South-eastern Asia,35,85176290,Other,Nos,0.46,23.45,0.04,2018-01-01
2016-07-01,Republic of Korea,KOR,410,Asia,142,Eastern Asia,30,40103999,Trnsmsn Blt/Bltng Other Than Flat Blt/Ply Blt Where Ruby Compd More Than 25% By Wt.,Kgs,0.56,8.63,0.01,2016-07-01
2016-01-01,Qatar,QAT,634,Asia,142,Western Asia,145,94016900,Othr Seats Wth Wooden Frames,Nos,0.02,0.75,0.0,2016-01-01
2021-07-01,Maldives,MDV,462,Asia,142,Southern Asia,34,30059090,Other Dressing Articles N.E.S.,Kgs,2.76,19.88,0.03,2021-07-01
2016-12-01,Cambodia,KHM,116,Asia,142,South-eastern Asia,35,30049031,"Promethazine, Chlorpheniramine, Astemizole And Ceteirizine",Kgs,0.4,0.83,0.0,2016-12-01
2020-03-01,Cyprus,CYP,196,Asia,142,Western Asia,145,63029110,"Other Bed Linen, Table Lenen, Toilet Linen, Kitchen Linen: Of Cotton, Handloom",Kgs,1.09,5.88,0.01,2020-03-01
2017-06-01,Cambodia,KHM,116,Asia,142,South-eastern Asia,35,73082019,T0Wers F0R 0Ther Purp0Ses W/N Assembled,Kgs,0.03,78.43,0.12,2017-06-01
2019-09-01,Maldives,MDV,462,Asia,142,Southern Asia,34,39100090,Others,Kgs,0.01,0.16,0.0,2019-09-01
2017-08-01,United Arab Emirates,ARE,784,Asia,142,Western Asia,145,48195090,Othr Packns Contnrs Made Of Othr Materials,Kgs,1.3,1.45,0.0,2017-08-01
2020-01-01,United Arab Emirates,ARE,784,Asia,142,Western Asia,145,90173029,Othr Gauges,Nos,5.23,0.55,0.0,2020-01-01
2020-05-01,Bhutan,BTN,64,Asia,142,Southern Asia,34,61169200,Other Gloves Etc Of Cotton,Prs,5.3,1.35,0.0,2020-05-01
2015-02-01,"Taiwan, Province of China",TWN,158,Asia,142,Eastern Asia,30,72283029,Others,Kgs,269.0,159.39,0.26,2015-02-01
2020-02-01,Bahrain,BHR,48,Asia,142,Western Asia,145,42032910,Gloves For Use In Industry,Kgs,5.0,3.14,0.0,2020-02-01
2018-10-01,Sri Lanka,LKA,144,Asia,142,Southern Asia,34,7132020,Bengal Gram (Desi Chana),Kgs,82.5,45.7,0.06,2018-10-01
2020-04-01,Islamic Republic of Iran,IRN,364,Asia,142,Southern Asia,34,48025510,Litho And Offset Paper,Kgs,271.14,152.83,0.2,2020-04-01
2021-04-01,Singapore,SGP,702,Asia,142,South-eastern Asia,35,30021220,For Tetanus,Kgs,,0.02,0.0,2021-04-01
2016-12-01,Jordan,JOR,400,Asia,142,Western Asia,145,32151190,Other Black Printing Ink,Kgs,0.1,0.79,0.0,2016-12-01
2024-08-01,Jordan,JOR,400,Asia,142,Western Asia,145,90278930,Instruments And Apparatus For Measuring The Surfce Or Interfacial Tension Of Liqds,Nos,22.0,0.01,0.0,2024-08-01
2018-08-01,Bangladesh,BGD,50,Asia,142,Southern Asia,34,68042290,Others Including Finished Parts,Kgs,9.1,15.14,0.02,2018-08-01
2018-11-01,Bahrain,BHR,48,Asia,142,Western Asia,145,38160000,"Refractory Cements-Mortars-Concretes And Similar Composition Including Dolomite Rmming Mix,Othr Thn Prdcts Of Hdg No.3801",Kgs,332.41,66.9,0.09,2018-11-01
2020-10-01,Turkiye,TUR,792,Asia,142,Western Asia,145,48115110,Aseptic Packaging Paper,Kgs,51.72,36.59,0.05,2020-10-01
2021-08-01,Japan,JPN,392,Asia,142,Eastern Asia,30,87149990,Others,Kgs,0.22,5.48,0.01,2021-08-01
2016-03-01,Singapore,SGP,702,Asia,142,South-eastern Asia,35,33012945,Cumin Oil,Kgs,0.08,5.84,0.01,2016-03-01
2020-03-01,Kyrgyzstan,KGZ,417,Asia,142,Central Asia,143,62044220,Dresses Of Cotton,Nos,26.68,171.24,0.23,2020-03-01
2015-12-01,Republic of Korea,KOR,410,Asia,142,Eastern Asia,30,29241900,"Other Acyclic Amides And Their Derivtvs, Salts",Kgs,24.01,88.8,0.13,2015-12-01
2021-04-01,Lebanon,LBN,422,Asia,142,Western Asia,145,85043100,Othr Trnsfrmrs Hvng A Pwr Hndlng Capacity Not Excdng 1 Kva,Nos,0.03,0.33,0.0,2021-04-01
2015-09-01,Oman,OMN,512,Asia,142,Western Asia,145,18061000,Cocoa Pwdr Contng Sugar/Othr Swtng Matrl,Kgs,0.17,0.77,0.0,2015-09-01
2024-10-01,China,CHN,156,Asia,142,Eastern Asia,30,32049000,Othr Synthetic Organic Colorng Matter,Kgs,2.0,0.0,0.0,2024-10-01
2015-04-01,Sri Lanka,LKA,144,Asia,142,Southern Asia,34,28352200,Mono Or Disodium Phosphate,Kgs,0.02,0.11,0.0,2015-04-01
2020-02-01,China,CHN,156,Asia,142,Eastern Asia,30,28311020,Sodium Sulphoxylate (Incl Sodium Formal- Dehde Sulphoxylate),Kgs,14.45,18.58,0.03,2020-02-01
2021-09-01,Viet Nam,VNM,704,Asia,142,South-eastern Asia,35,15180039,Othr Veg Oil And Its Fats Excldedble Grade,Kgs,33.12,41.57,0.06,2021-09-01
2015-09-01,Uzbekistan,UZB,860,Asia,142,Central Asia,143,90021900,Other Objective Lenses,Nos,5.32,73.35,0.11,2015-09-01
2024-10-01,Viet Nam,VNM,704,Asia,142,South-eastern Asia,35,58012290,Others,Sqm,1314.0,0.03,0.0,2024-10-01
2015-01-01,Malaysia,MYS,458,Asia,142,South-eastern Asia,35,96081099,Other Ball-Point Pens Without Liquid Ink (For Rolling Ball Pen),Nos,95.2,2.53,0.0,2015-01-01
2025-03-01,Sri Lanka,LKA,144,Asia,142,Southern Asia,34,85334010,Potentiometers,Nos,120.0,0.0,0.0,2025-03-01
2024-07-01,Qatar,QAT,634,Asia,142,Western Asia,145,84621900,Other,Nos,1.0,0.0,0.0,2024-07-01
2021-02-01,United Arab Emirates,ARE,784,Asia,142,Western Asia,145,19021100,Uncokd Psta Ntstfd/Othrwse Prpd Cntng Eggs,Kgs,0.59,1.1,0.0,2021-02-01
2019-07-01,Sri Lanka,LKA,144,Asia,142,Southern Asia,34,84195030,Spiral Type Heat Exchange Unit,Nos,0.01,1.33,0.0,2019-07-01
2016-06-01,Viet Nam,VNM,704,Asia,142,South-eastern Asia,35,3033300,Sole Frozen,Kgs,49.91,58.33,0.09,2016-06-01
